Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	19	2	1	Human	18, 19	"{""18"": [""restaurant in that area""], ""19"": [""restaurants in that area""]}"
2	2	4	12	2	1	Agent	9, 11, 12	"{""9"": [""different area""], ""11"": [""different area""], ""12"": [""different area""]}"
5	5	1	3	13	2	Human	0, 2, 3, 9, 12	"{""0"": [""south""], ""2"": [""south""], ""3"": [""south""], ""9"": [""south""], ""12"": [""south""]}"
2	2	2	23	10	1	Human	14, 23	"{""14"": [""reference number""], ""23"": [""reference number""]}"
4	4	1	18	14	1	Agent	13, 18, 19, 24, 25, 26	"{""13"": [""restaurant""], ""18"": [""restaurant""], ""19"": [""restaurants""], ""24"": [""restaurant""], ""25"": [""restaurant""], ""26"": [""restaurant""]}"
4	4	2	13	13	1	Human	8, 13, 19, 20	"{""8"": [""spanish restaurant""], ""13"": [""spanish restaurant""], ""19"": [""spanish restaurants""], ""20"": [""spanish restaurant""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""cheap spanish""], ""13"": [""cheap spanish""]}"
3	3	1	3	4	2	Human	0, 2, 3	"{""0"": [""swimming""], ""2"": [""swimming""], ""3"": [""swimming""]}"
7	2	1	12	20	3	Agent	1, 9, 11, 12, 18, 19, 20	"{""1"": [""area""], ""9"": [""area""], ""11"": [""area""], ""12"": [""area""], ""18"": [""area""], ""19"": [""area""], ""20"": [""area""]}"
5	5	1	15	24	1	Human	25, 28	"{""25"": [""help""], ""28"": [""help""]}"
4	2	1	14	23	1	Agent	5, 14, 23, 27	"{""5"": [""number""], ""14"": [""number""], ""23"": [""number""], ""27"": [""number""]}"
3	3	1	26	24	2	Agent	3, 25, 26	"{""3"": [""attractions""], ""25"": [""attraction""], ""26"": [""attraction""]}"
3	3	1	3	24	1	Human	2, 3, 25	"{""2"": [""entertainment""], ""3"": [""entertainment""], ""25"": [""entertainment""]}"
3	3	1	4	4	2	Agent	1, 3, 4	"{""1"": [""information""], ""3"": [""info""], ""4"": [""info""]}"
3	3	1	1	3	1	Human	0, 1, 2	"{""0"": [""pool""], ""1"": [""pool"", ""pool""], ""2"": [""pool""]}"
2	2	1	13	4	1	Human	10, 13	"{""10"": [""city""], ""13"": [""city""]}"
2	2	1	25	2	1	Human	24, 25	"{""24"": [""hotel""], ""25"": [""hotel""]}"
2	2	1	13	8	1	Human	6, 13	"{""6"": [""place""], ""13"": [""place""]}"
2	2	1	26	14	1	Agent	13, 26	"{""13"": [""reservation""], ""26"": [""reservation""]}"
2	2	1	27	4	1	Human	24, 27	"{""24"": [""taxi""], ""27"": [""taxi""]}"
2	2	1	26	10	1	Agent	17, 26	"{""17"": [""time""], ""26"": [""time""]}"
