Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	11	2	1	Human	10, 11	"{""10"": [""centre""], ""11"": [""centre""]}"
2	2	3	3	2	1	Human	2, 3	"{""2"": [""london kings cross""], ""3"": [""london kings cross""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""free parking""], ""7"": [""free parking""]}"
2	2	1	3	4	1	Human	0, 3	"{""0"": [""saturday""], ""3"": [""saturday""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""2 nights""], ""15"": [""2 nights""]}"
4	4	1	10	5	2	Agent	7, 9, 10, 11	"{""7"": [""hotel""], ""9"": [""hotel""], ""10"": [""hotel""], ""11"": [""hotel""]}"
3	3	1	16	12	2	Agent	5, 13, 16	"{""5"": [""day""], ""13"": [""day""], ""16"": [""day""]}"
3	1	1	15	4	2	Human	12, 14, 15	"{""12"": [""nights""], ""14"": [""nights""], ""15"": [""nights""]}"
3	3	1	8	5	1	Agent	7, 8, 11	"{""7"": [""price""], ""8"": [""price""], ""11"": [""price""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""cambridge""], ""3"": [""cambridge""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""train""], ""1"": [""train""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""wifi""], ""9"": [""wifi""]}"
