Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	6	17	2	1	Human	16, 17	"{""16"": [""contact number for the taxi service""], ""17"": [""contact number for the taxi service""]}"
3	1	2	16	3	1	Agent	15, 16, 17	"{""15"": [""contact number""], ""16"": [""contact number""], ""17"": [""contact number""]}"
3	3	2	3	6	1	Human	0, 3, 5	"{""0"": [""worth house""], ""3"": [""worth house""], ""5"": [""worth house""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""2 people""], ""5"": [""2 people""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""south""], ""7"": [""south""]}"
2	2	3	1	2	1	Human	0, 1, 9	"{""0"": [""address""], ""1"": [""address""], ""9"": [""address""]}"
2	2	3	1	2	1	Human	0, 1	"{""0"": [""worth house hotel""], ""1"": [""worth house hotel""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""5 nights""], ""5"": [""5 nights""]}"
5	2	1	16	13	3	Agent	5, 13, 15, 16, 17	"{""5"": [""number""], ""13"": [""number""], ""15"": [""number""], ""16"": [""number""], ""17"": [""number""]}"
4	4	1	14	7	2	Agent	9, 11, 14, 15	"{""9"": [""reservation""], ""11"": [""reservations""], ""14"": [""reservation""], ""15"": [""reservation""]}"
4	2	1	15	4	1	Human	14, 15, 16, 17	"{""14"": [""taxi""], ""15"": [""taxi""], ""16"": [""taxi""], ""17"": [""taxi""]}"
3	1	1	14	15	1	Human	0, 1, 14	"{""0"": [""hotel""], ""1"": [""hotel""], ""14"": [""hotel""]}"
3	3	1	7	9	1	Human	6, 7, 14	"{""6"": [""restaurant""], ""7"": [""restaurants""], ""14"": [""restaurant""]}"
3	3	1	5	7	1	Human	4, 5, 10	"{""4"": [""saturday""], ""5"": [""saturday""], ""10"": [""saturday""]}"
