Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	5	2	1	Human	4, 5	"{""4"": [""train going to norwich""], ""5"": [""trains going to norwich""]}"
2	2	3	9	4	1	Human	0, 6, 7, 9, 11	"{""0"": [""cambridge""], ""6"": [""cambridge""], ""7"": [""cambridge""], ""9"": [""cambridge""], ""11"": [""cambridge""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""7 people""], ""11"": [""7 people""]}"
2	2	3	7	2	1	Human	6, 7	"{""6"": [""sunday""], ""7"": [""sunday""]}"
3	3	2	1	4	1	Human	0, 1, 3	"{""0"": [""king's college""], ""1"": [""kings college""], ""3"": [""kings college""]}"
5	5	1	10	5	1	Agent	9, 10, 12, 13	"{""9"": [""booking""], ""10"": [""booking""], ""12"": [""booking""], ""13"": [""booking""]}"
2	2	1	9	6	1	Human	4, 9	"{""4"": [""train""], ""9"": [""train""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""entrance fee""], ""3"": [""entrance fee""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""reference number""], ""13"": [""reference number""]}"
4	2	1	9	8	1	Human	4, 5, 9, 11	"{""4"": [""norwich""], ""5"": [""norwich""], ""9"": [""norwich""], ""11"": [""norwich""]}"
3	1	1	1	4	1	Human	0, 1, 3	"{""0"": [""king's""], ""1"": [""king's"", ""kings""], ""3"": [""kings""]}"
