Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	3	7	4	1	Human	6, 7, 9	"{""6"": [""moderate price range""], ""7"": [""moderate price range""], ""9"": [""moderate price range""]}"
2	2	3	13	2	1	Human	12, 13	"{""12"": [""birmingham new street""], ""13"": [""birmingham new street""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""options""], ""3"": [""options""]}"
3	3	2	18	9	1	Agent	11, 18, 19	"{""11"": [""reference number""], ""18"": [""reference number""], ""19"": [""reference number""]}"
4	4	2	3	8	1	Human	2, 3, 8, 9	"{""2"": [""two stars""], ""3"": [""two stars""], ""8"": [""2 star""], ""9"": [""two stars""]}"
3	1	2	7	4	1	Human	6, 7, 9	"{""6"": [""price range""], ""7"": [""price range""], ""9"": [""price range""]}"
3	3	2	13	4	1	Human	12, 13, 15, 16, 17	"{""12"": [""train""], ""13"": [""trains""], ""15"": [""train""], ""16"": [""train""], ""17"": [""train""]}"
6	2	1	4	8	1	Human	2, 3, 4, 5, 8, 9	"{""2"": [""stars""], ""3"": [""stars""], ""4"": [""star""], ""5"": [""star""], ""8"": [""star""], ""9"": [""stars""]}"
4	1	1	7	10	2	Human	0, 6, 7, 9	"{""0"": [""price""], ""6"": [""price""], ""7"": [""price""], ""9"": [""price""]}"
3	3	1	1	10	1	Human	0, 1, 9	"{""0"": [""hotel""], ""1"": [""hotel""], ""9"": [""hotel""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""actually""], ""8"": [""actually""]}"
