Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	1	2	1	Human	0, 1	"{""0"": [""expensive price range""], ""1"": [""expensive price range""]}"
2	2	4	1	2	1	Human	0, 1	"{""0"": [""restaurant in the centre""], ""1"": [""restaurants in the centre""]}"
4	4	1	13	10	2	Human	6, 12, 13, 15	"{""6"": [""sunday""], ""12"": [""sunday""], ""13"": [""sunday""], ""15"": [""sunday""]}"
3	1	1	5	6	1	Human	0, 1, 5	"{""0"": [""centre""], ""1"": [""centre""], ""5"": [""centre""]}"
3	3	1	3	14	1	Human	0, 1, 3, 8, 13	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""3"": [""restaurants""], ""8"": [""restaurant""], ""13"": [""restaurants""]}"
2	2	2	15	10	1	Human	6, 15	"{""6"": [""8 people""], ""15"": [""8 people""]}"
2	2	2	10	2	1	Agent	9, 10	"{""9"": [""goden curry""], ""10"": [""goden curry""]}"
3	3	1	11	10	1	Human	6, 11, 15	"{""6"": [""reservation""], ""11"": [""reservation""], ""15"": [""reservation"", ""reservation""]}"
2	2	2	5	4	1	Human	2, 5	"{""2"": [""indian food""], ""5"": [""indian food""]}"
4	3	1	10	11	2	Agent	5, 9, 10, 15	"{""5"": [""curry""], ""9"": [""curry""], ""10"": [""curry""], ""15"": [""curry""]}"
3	1	1	2	5	1	Agent	1, 2, 5	"{""1"": [""food""], ""2"": [""food""], ""5"": [""food""]}"
3	3	1	8	7	1	Agent	7, 8, 13	"{""7"": [""time""], ""8"": [""time""], ""13"": [""time""]}"
