Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	13	4	1	Human	10, 13	"{""10"": [""2 people""], ""13"": [""2 people""]}"
3	3	1	7	4	1	Human	6, 7, 9	"{""6"": [""centre""], ""7"": [""centre""], ""9"": [""centre""]}"
3	3	2	14	5	1	Agent	11, 14, 15	"{""11"": [""reference number""], ""14"": [""reference number""], ""15"": [""reference number""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""train id""], ""5"": [""train id""]}"
2	2	2	3	2	1	Human	0, 2, 3	"{""0"": [""norwich""], ""2"": [""norwich""], ""3"": [""norwich""]}"
3	3	1	3	6	1	Human	0, 3, 4, 5	"{""0"": [""train""], ""3"": [""train""], ""4"": [""train""], ""5"": [""train""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""time""], ""2"": [""time""]}"
3	3	1	10	5	1	Agent	9, 10, 13	"{""9"": [""reservations""], ""10"": [""reservation""], ""13"": [""reservation""]}"
3	3	1	8	9	1	Agent	7, 8, 15	"{""7"": [""restaurants""], ""8"": [""restaurant""], ""15"": [""restaurant""]}"
3	3	1	13	14	2	Human	0, 10, 13	"{""0"": [""saturday""], ""10"": [""saturday""], ""13"": [""saturday""]}"
