Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	11	2	1	Human	10, 11	"{""10"": [""cambridge chop""], ""11"": [""cambridge chop""]}"
3	3	2	14	8	2	Agent	7, 9, 14	"{""7"": [""el shaddai""], ""9"": [""el shaddai""], ""14"": [""el shaddai""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""free parking""], ""9"": [""free parking""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""area""], ""2"": [""area""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""postcode""], ""15"": [""postcode""]}"
4	4	1	3	15	1	Human	0, 3, 8, 14	"{""0"": [""hotel""], ""3"": [""hotels""], ""8"": [""hotel""], ""14"": [""hotel""]}"
3	1	1	11	12	2	Human	0, 10, 11	"{""0"": [""cambridge""], ""10"": [""cambridge""], ""11"": [""cambridge""]}"
3	3	1	6	13	1	Agent	5, 6, 17	"{""5"": [""days"", ""day""], ""6"": [""days""], ""17"": [""day""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""centre""], ""4"": [""centre""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""friday""], ""7"": [""friday""]}"
2	2	1	13	4	1	Human	10, 13	"{""10"": [""restaurant""], ""13"": [""restaurant""]}"
