Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	7	4	1	Human	4, 7	"{""4"": [""stansted airport""], ""7"": [""stansted airport""]}"
4	4	2	3	8	1	Human	2, 3, 8, 9	"{""2"": [""reference number""], ""3"": [""reference number""], ""8"": [""reference number""], ""9"": [""reference number""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""room""], ""2"": [""room""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""saturday""], ""3"": [""saturday""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""two nights""], ""3"": [""2 nights""]}"
3	3	1	1	4	1	Human	0, 1, 3	"{""0"": [""allenbell""], ""1"": [""allenbell""], ""3"": [""allenbell""]}"
3	3	1	6	3	1	Agent	5, 6	"{""5"": [""arrival""], ""6"": [""arrival""]}"
3	3	1	5	4	1	Human	4, 5, 7	"{""4"": [""train""], ""5"": [""trains""], ""7"": [""train""]}"
2	2	1	7	4	1	Human	4, 7	"{""4"": [""cambridge""], ""7"": [""cambridge""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""hotel""], ""1"": [""hotel"", ""hotel""]}"
