Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	3	2	1	Human	2, 3	"{""2"": [""london liverpool""], ""3"": [""london liverpool""]}"
4	4	2	9	4	2	Human	6, 8, 9	"{""6"": [""travel time""], ""8"": [""travel time""], ""9"": [""travel time""]}"
5	5	1	11	8	1	Human	10, 11, 15, 16, 17	"{""10"": [""hotel""], ""11"": [""hotel""], ""15"": [""hotel""], ""16"": [""hotel""], ""17"": [""hotel""]}"
4	4	1	4	5	1	Agent	3, 4, 5, 7	"{""3"": [""ticket""], ""4"": [""ticket""], ""5"": [""ticket"", ""tickets""], ""7"": [""tickets""]}"
2	2	2	18	2	1	Agent	17, 18	"{""17"": [""lovell lodge""], ""18"": [""lovell lodge""]}"
4	4	1	1	7	1	Human	0, 1, 3, 6	"{""0"": [""train""], ""1"": [""trains""], ""3"": [""train""], ""6"": [""train""]}"
3	1	1	9	4	2	Human	6, 8, 9	"{""6"": [""time""], ""8"": [""time""], ""9"": [""time""]}"
3	3	1	3	22	1	Human	0, 3, 21	"{""0"": [""wednesday""], ""3"": [""wednesday""], ""21"": [""wednesday""]}"
2	2	1	3	4	1	Human	0, 3	"{""0"": [""cambridge""], ""3"": [""cambridge""]}"
2	2	1	12	2	1	Agent	11, 12	"{""11"": [""internet""], ""12"": [""internet""]}"
2	2	1	12	2	1	Agent	11, 12	"{""11"": [""parking""], ""12"": [""parking""]}"
