Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	3	2	1	Human	2, 3	"{""2"": [""east side""], ""3"": [""east side""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""free wifi""], ""3"": [""free wifi""]}"
2	2	2	10	2	1	Agent	9, 10	"{""9"": [""italian restaurant""], ""10"": [""italian restaurant""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""reference number""], ""11"": [""reference number""]}"
2	2	1	10	6	1	Agent	5, 10	"{""5"": [""reference""], ""10"": [""reference""]}"
4	4	1	6	12	1	Agent	1, 6, 8, 12	"{""1"": [""hotels""], ""6"": [""hotel""], ""8"": [""hotel""], ""12"": [""hotel""]}"
4	2	1	10	13	1	Agent	1, 10, 11, 13	"{""1"": [""number""], ""10"": [""number""], ""11"": [""number""], ""13"": [""number""]}"
4	1	1	9	10	1	Human	0, 8, 9	"{""0"": [""price""], ""8"": [""price""], ""9"": [""price""]}"
3	3	1	3	5	1	Human	0, 3, 4	"{""0"": [""parking""], ""3"": [""parking""], ""4"": [""parking""]}"
3	3	1	2	9	1	Agent	1, 2, 9	"{""1"": [""preferences""], ""2"": [""preferences""], ""9"": [""preference""]}"
3	2	1	10	4	1	Agent	9, 10, 12	"{""9"": [""restaurants"", ""restaurant""], ""10"": [""restaurant""], ""12"": [""restaurant""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""area""], ""9"": [""area""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""food""], ""2"": [""food""]}"
