Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	1	2	1	Human	0, 1	"{""0"": [""center of town""], ""1"": [""center of town""]}"
3	3	2	9	5	1	Human	6, 9, 10	"{""6"": [""price range""], ""9"": [""price range""], ""10"": [""price range""]}"
2	2	1	14	2	1	Agent	13, 14	"{""13"": [""table""], ""14"": [""table""]}"
4	4	1	1	11	1	Human	0, 1, 7, 10	"{""0"": [""hotel""], ""1"": [""hotel""], ""7"": [""hotel""], ""10"": [""hotel""]}"
4	1	1	7	5	1	Human	6, 9, 10	"{""6"": [""price""], ""9"": [""price""], ""10"": [""price""]}"
4	2	1	9	12	1	Human	0, 1, 9, 11	"{""0"": [""town""], ""1"": [""town""], ""9"": [""town""], ""11"": [""town""]}"
3	1	1	11	12	1	Human	0, 1, 11	"{""0"": [""center""], ""1"": [""center""], ""11"": [""centre""]}"
3	3	1	9	4	1	Human	8, 9, 11	"{""8"": [""restaurant""], ""9"": [""restaurants""], ""11"": [""restaurants""]}"
2	2	1	14	6	1	Agent	9, 14	"{""9"": [""food""], ""14"": [""food""]}"
2	2	1	17	12	1	Human	6, 17	"{""6"": [""number""], ""17"": [""number""]}"
2	2	1	14	2	1	Agent	13, 14	"{""13"": [""people""], ""14"": [""people""]}"
2	2	1	12	2	1	Agent	11, 12	"{""11"": [""preference""], ""12"": [""preference""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""tuesday""], ""15"": [""tuesday""]}"
