Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	1	2	1	Human	0, 1	"{""0"": [""town centre""], ""1"": [""town center""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""2 nights""], ""7"": [""2 nights""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""contact number""], ""15"": [""contact number""]}"
3	3	2	9	9	1	Human	2, 9, 10	"{""2"": [""price range""], ""9"": [""price range""], ""10"": [""price range""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""italian restaurants""], ""9"": [""italian restaurants""]}"
2	2	1	7	4	1	Human	4, 7	"{""4"": [""sunday""], ""7"": [""sunday""]}"
4	4	1	12	17	1	Agent	5, 12, 19, 21	"{""5"": [""day""], ""12"": [""day""], ""19"": [""day""], ""21"": [""day""]}"
4	4	1	1	13	1	Human	0, 1, 10, 12	"{""0"": [""hotels""], ""1"": [""hotels""], ""10"": [""hotel"", ""hotel""], ""12"": [""hotel""]}"
4	2	1	14	9	2	Agent	7, 13, 14, 15	"{""7"": [""number""], ""13"": [""numbers""], ""14"": [""number""], ""15"": [""number""]}"
4	1	1	2	10	1	Agent	1, 2, 9, 10	"{""1"": [""ranging""], ""2"": [""range""], ""9"": [""range""], ""10"": [""range""]}"
3	3	1	10	3	1	Agent	9, 10, 11	"{""9"": [""area""], ""10"": [""area""], ""11"": [""area""]}"
3	1	1	11	12	1	Human	0, 1, 11	"{""0"": [""centre""], ""1"": [""center""], ""11"": [""centre""]}"
3	3	1	18	3	1	Agent	18, 19	"{""18"": [""help""], ""19"": [""help""]}"
3	1	1	7	4	2	Human	4, 6, 7	"{""4"": [""nights""], ""6"": [""nights""], ""7"": [""nights""]}"
3	1	1	9	10	1	Human	0, 1, 9	"{""0"": [""town""], ""1"": [""town""], ""9"": [""town""]}"
