Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	10	2	1	Agent	9, 10	"{""9"": [""shorter number of days""], ""10"": [""shorter number of days""]}"
2	2	2	11	4	1	Human	8, 11	"{""8"": [""2 nights""], ""11"": [""two nights""]}"
2	2	3	1	2	1	Human	0, 1	"{""0"": [""four star hotel""], ""1"": [""4 star hotels""]}"
5	5	2	2	13	1	Agent	1, 2, 4, 5, 13	"{""1"": [""price range""], ""2"": [""price range""], ""4"": [""price range""], ""5"": [""price range""], ""13"": [""price range""]}"
4	4	1	12	15	1	Agent	5, 12, 18, 19	"{""5"": [""price""], ""12"": [""price""], ""18"": [""price""], ""19"": [""price""]}"
3	1	2	4	5	1	Human	0, 1, 4	"{""0"": [""four star""], ""1"": [""4 star""], ""4"": [""4 stars""]}"
2	2	2	11	6	1	Human	6, 11	"{""6"": [""4 people""], ""11"": [""four people""]}"
4	4	1	4	11	1	Agent	3, 4, 8, 13	"{""3"": [""hotels""], ""4"": [""hotel""], ""8"": [""hotel""], ""13"": [""hotel""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""name""], ""9"": [""name""]}"
6	1	1	3	13	1	Agent	1, 2, 3, 4, 5, 13	"{""1"": [""range""], ""2"": [""range""], ""3"": [""range""], ""4"": [""range""], ""5"": [""range""], ""13"": [""range""]}"
4	4	1	14	8	2	Agent	9, 11, 14, 16	"{""9"": [""cambridge""], ""11"": [""cambridge""], ""14"": [""cambridge""], ""16"": [""cambridge""]}"
4	4	1	4	7	1	Agent	3, 4, 7, 9	"{""3"": [""unfortunately""], ""4"": [""unfortunately""], ""7"": [""unfortunately""], ""9"": [""unfortunately""]}"
3	1	1	10	4	2	Agent	7, 9, 10	"{""7"": [""days"", ""day""], ""9"": [""days""], ""10"": [""days""]}"
3	1	1	11	6	2	Human	6, 8, 11	"{""6"": [""nights""], ""8"": [""nights""], ""11"": [""nights""]}"
3	3	1	18	6	1	Agent	15, 18, 20	"{""15"": [""time""], ""18"": [""time""], ""20"": [""time""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""train""], ""15"": [""trains""]}"
2	2	1	11	6	1	Human	6, 11	"{""6"": [""tuesday""], ""11"": [""tuesday""]}"
