Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	1	2	1	Human	0, 1	"{""0"": [""hungarian restaurant in cambridge""], ""1"": [""hungarian restaurants in cambridge""]}"
3	3	1	11	18	1	Human	0, 1, 11, 14, 17	"{""0"": [""cambridge""], ""1"": [""cambridge""], ""11"": [""cambridge""], ""14"": [""cambridge""], ""17"": [""cambridge""]}"
2	2	2	17	10	1	Human	8, 17	"{""8"": [""kings lynn""], ""17"": [""kings lynn""]}"
2	2	2	16	8	1	Agent	9, 16	"{""9"": [""reference number""], ""16"": [""reference number""]}"
2	2	2	17	6	1	Human	12, 17	"{""12"": [""3 seats""], ""17"": [""3 seats""]}"
4	4	1	9	8	1	Human	8, 9, 11, 15	"{""8"": [""train""], ""9"": [""train""], ""11"": [""train""], ""15"": [""trains""]}"
5	4	1	1	13	1	Human	0, 1, 3, 10, 12	"{""0"": [""restaurant""], ""1"": [""restaurants"", ""restaurant""], ""3"": [""restaurants""], ""10"": [""restaurant""], ""12"": [""restaurant""]}"
3	1	1	12	7	1	Agent	11, 12, 17	"{""11"": [""seats""], ""12"": [""seats""], ""17"": [""seats""]}"
2	2	1	5	4	1	Human	2, 5	"{""2"": [""food""], ""5"": [""food""]}"
2	2	1	9	4	1	Human	6, 9	"{""6"": [""table""], ""9"": [""table""]}"
