Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	3	3	11	1	Human	0, 3, 10	"{""0"": [""arbury lodge guesthouse""], ""3"": [""arbury lodge guesthouse""], ""10"": [""arbury lodge guesthouse""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""free parking""], ""3"": [""free parking""]}"
2	2	2	2	2	1	Agent	1, 2	"{""1"": [""phone number""], ""2"": [""phone number""]}"
4	4	1	11	6	1	Human	10, 11, 14, 15	"{""10"": [""address""], ""11"": [""address""], ""14"": [""address""], ""15"": [""address""]}"
5	2	1	1	12	1	Human	0, 1, 3, 10, 11	"{""0"": [""arbury""], ""1"": [""arbury""], ""3"": [""arbury""], ""10"": [""arbury""], ""11"": [""arbury""]}"
3	3	1	21	18	2	Human	4, 8, 21	"{""4"": [""food""], ""8"": [""food""], ""21"": [""food""]}"
3	3	1	3	17	1	Human	2, 3, 18	"{""2"": [""hotel""], ""3"": [""hotel""], ""18"": [""hotel""]}"
3	1	1	21	21	1	Agent	1, 2, 21	"{""1"": [""number""], ""2"": [""number""], ""21"": [""number""]}"
3	3	1	14	5	1	Agent	11, 14, 15	"{""11"": [""postcode""], ""14"": [""postcode""], ""15"": [""postcode""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""center""], ""15"": [""centre""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""star""], ""3"": [""star""]}"
2	2	1	21	6	1	Human	16, 21	"{""16"": [""taxi""], ""21"": [""taxi""]}"
