Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	5	2	1	Human	4, 5	"{""4"": [""museum in the east""], ""5"": [""museum in the east""]}"
2	2	3	11	4	1	Human	8, 11	"{""8"": [""taxi""], ""11"": [""taxi""]}"
3	3	2	10	6	2	Agent	5, 7, 10	"{""5"": [""cambridge artworks""], ""7"": [""cambridge artworks""], ""10"": [""cambridge artworks""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""postcode""], ""7"": [""postcode""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""reference number""], ""3"": [""reference number""]}"
4	1	1	13	9	2	Agent	5, 7, 10, 13	"{""5"": [""cambridge""], ""7"": [""cambridge""], ""10"": [""cambridge""], ""13"": [""cambridge""]}"
4	2	1	2	11	1	Agent	1, 2, 3, 11	"{""1"": [""number""], ""2"": [""number""], ""3"": [""number""], ""11"": [""number""]}"
3	3	1	1	9	1	Human	0, 1, 8	"{""0"": [""hotel""], ""1"": [""hotel""], ""8"": [""hotel""]}"
3	3	1	5	8	1	Human	0, 5, 7	"{""0"": [""information""], ""5"": [""information""], ""7"": [""information""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""allenbell""], ""9"": [""allenbell""]}"
