Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	21	8	1	Human	14, 21	"{""14"": [""guesthouse in the centre""], ""21"": [""guesthouse in the centre""]}"
2	2	1	21	22	3	Human	0, 4, 14, 21	"{""0"": [""centre""], ""4"": [""centre""], ""14"": [""centre""], ""21"": [""centre""]}"
6	6	1	1	29	1	Human	0, 1, 4, 5, 8, 28	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""4"": [""restaurant""], ""5"": [""restaurants""], ""8"": [""restaurant""], ""28"": [""restaurant""]}"
4	4	1	13	24	2	Human	6, 12, 13, 24, 25, 29	"{""6"": [""number""], ""12"": [""number""], ""13"": [""number""], ""24"": [""number""], ""25"": [""number""], ""29"": [""number""]}"
2	2	2	10	2	1	Agent	9, 10	"{""9"": [""price range""], ""10"": [""price range""]}"
2	2	2	25	2	1	Human	24, 25	"{""24"": [""reference number""], ""25"": [""reference number""]}"
4	4	1	28	22	3	Agent	7, 9, 13, 28	"{""7"": [""hotel""], ""9"": [""hotels""], ""13"": [""hotel""], ""28"": [""hotel""]}"
2	2	2	25	6	1	Human	20, 25	"{""20"": [""two nights""], ""25"": [""2 nights""]}"
5	5	1	8	21	2	Agent	1, 3, 8, 9, 21	"{""1"": [""area""], ""3"": [""area""], ""8"": [""area""], ""9"": [""area""], ""21"": [""area""]}"
4	2	1	16	11	1	Agent	15, 16, 20, 25	"{""15"": [""nights""], ""16"": [""nights""], ""20"": [""nights""], ""25"": [""nights""]}"
3	3	1	8	6	2	Agent	3, 7, 8	"{""3"": [""place""], ""7"": [""place""], ""8"": [""places""]}"
2	2	1	4	4	1	Agent	1, 4	"{""1"": [""food""], ""4"": [""food""]}"
2	2	1	16	2	1	Agent	15, 16	"{""15"": [""people""], ""16"": [""people""]}"
2	2	1	27	2	1	Human	26, 27	"{""26"": [""taxi""], ""27"": [""taxi""]}"
