Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	1	1	4	1	Human	0, 1, 3	"{""0"": [""center""], ""1"": [""centre""], ""3"": [""centre""]}"
3	3	3	12	11	1	Agent	3, 12, 13	"{""3"": [""broughton house gallery""], ""12"": [""broughton house gallery""], ""13"": [""broughton house gallery""]}"
2	2	1	15	6	1	Human	10, 15	"{""10"": [""taxi""], ""15"": [""taxi""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""multiple sports""], ""1"": [""multiple sports""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""reference number""], ""9"": [""reference number""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""telephone number""], ""5"": [""telephone number""]}"
5	5	1	11	15	1	Human	0, 11, 13, 14	"{""0"": [""time""], ""11"": [""time""], ""13"": [""time""], ""14"": [""time""]}"
5	1	1	15	12	1	Human	4, 5, 8, 9, 15	"{""4"": [""number""], ""5"": [""number""], ""8"": [""number""], ""9"": [""number""], ""15"": [""number""]}"
3	3	1	7	9	1	Human	6, 7, 14	"{""6"": [""restaurant""], ""7"": [""restaurant""], ""14"": [""restaurant""]}"
2	2	1	7	6	1	Human	2, 7	"{""2"": [""museum""], ""7"": [""museum""]}"
