Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	11	2	1	Human	10, 11	"{""10"": [""car type""], ""11"": [""car type""]}"
2	2	2	5	4	1	Human	2, 5	"{""2"": [""reference number""], ""5"": [""reference number""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""free parking""], ""7"": [""free parking""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""contact""], ""11"": [""contact""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""postcode""], ""9"": [""postcode""]}"
3	3	1	11	12	2	Human	0, 10, 11	"{""0"": [""restaurants""], ""10"": [""restaurant""], ""11"": [""restaurant""]}"
3	1	1	10	9	1	Human	2, 5, 10	"{""2"": [""number""], ""5"": [""number""], ""10"": [""number""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""guesthouses""], ""5"": [""guesthouses""]}"
2	2	1	11	12	1	Human	0, 11	"{""0"": [""information""], ""11"": [""info""]}"
2	2	1	6	6	1	Agent	1, 6	"{""1"": [""places""], ""6"": [""place""]}"
