Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	14	4	1	Agent	11, 14	"{""11"": [""huntingdon marriott hotel""], ""14"": [""huntingdon marriott hotel""]}"
3	3	3	9	6	2	Human	4, 8, 9	"{""4"": [""4 star rating""], ""8"": [""4 star rating""], ""9"": [""4 star rating""]}"
4	4	2	11	8	1	Human	10, 11, 16, 17	"{""10"": [""phone number""], ""11"": [""phone number""], ""16"": [""phone number""], ""17"": [""phone number""]}"
2	2	1	6	6	1	Agent	1, 6	"{""1"": [""west""], ""6"": [""west""]}"
2	2	2	15	4	1	Human	12, 15	"{""12"": [""contact number""], ""15"": [""contact number""]}"
6	4	1	5	11	1	Human	4, 5, 6, 7, 11, 14	"{""4"": [""hotel""], ""5"": [""hotels""], ""6"": [""hotel""], ""7"": [""hotels""], ""11"": [""hotel""], ""14"": [""hotel""]}"
5	5	1	1	18	1	Human	0, 1, 12, 16, 17	"{""0"": [""meghna""], ""1"": [""meghna""], ""12"": [""meghna""], ""16"": [""meghna""], ""17"": [""meghna""]}"
3	3	1	8	4	2	Agent	5, 7, 8	"{""5"": [""price""], ""7"": [""price""], ""8"": [""price"", ""prices""]}"
2	2	1	10	10	1	Agent	1, 10	"{""1"": [""address""], ""10"": [""address""]}"
2	1	1	14	4	1	Agent	11, 14	"{""11"": [""huntingdon""], ""14"": [""huntingdon""]}"
2	2	1	11	6	1	Human	6, 11	"{""6"": [""parking""], ""11"": [""park""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""taxi""], ""15"": [""taxi""]}"
