Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	5	2	1	Human	4, 5	"{""4"": [""6 people""], ""5"": [""6 people""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""entrance fee""], ""9"": [""entrance fee""]}"
2	2	2	13	4	1	Human	10, 13	"{""10"": [""contact number""], ""13"": [""contact number""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""contact""], ""11"": [""contact""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""reservation""], ""5"": [""reservation""]}"
4	2	1	10	9	1	Agent	5, 10, 12, 13	"{""5"": [""number""], ""10"": [""number""], ""12"": [""number""], ""13"": [""number""]}"
3	1	1	5	4	2	Human	2, 4, 5	"{""2"": [""people""], ""4"": [""people""], ""5"": [""people""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""car""], ""11"": [""car""]}"
2	2	1	9	4	1	Human	6, 9	"{""6"": [""concerthall""], ""9"": [""concerthall""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""wednesday""], ""5"": [""wednesday""]}"
