Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	3	1	4	1	Human	0, 1, 3	"{""0"": [""available in cambridge""], ""1"": [""available in cambridge""], ""3"": [""available in cambridge""]}"
5	5	1	7	10	2	Human	2, 4, 7, 8, 9, 11	"{""2"": [""hotels""], ""4"": [""hotels""], ""7"": [""hotels""], ""8"": [""hotel""], ""9"": [""hotels""], ""11"": [""hotel""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""3-star lodging""], ""1"": [""3-star lodgings""]}"
2	2	2	8	2	1	Agent	7, 8	"{""7"": [""star hotels""], ""8"": [""star hotel""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""centre""], ""10"": [""centre""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""3 star""], ""9"": [""3 stars""]}"
4	4	1	9	8	3	Human	2, 4, 8, 9	"{""2"": [""parking""], ""4"": [""parking""], ""8"": [""parking""], ""9"": [""parking""]}"
4	1	1	8	5	2	Agent	5, 7, 8, 9	"{""5"": [""stars""], ""7"": [""star""], ""8"": [""star""], ""9"": [""stars""]}"
3	1	1	3	4	1	Human	0, 1, 3	"{""0"": [""lodging""], ""1"": [""lodgings""], ""3"": [""lodgings""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""5-star""], ""4"": [""5-star""]}"
