Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
4	4	2	10	7	1	Agent	9, 10, 11, 15	"{""9"": [""fen ditton""], ""10"": [""fen ditton""], ""11"": [""fen ditton""], ""15"": [""fen ditton""]}"
4	4	2	9	8	1	Human	8, 9, 11, 15	"{""8"": [""pizza hut""], ""9"": [""pizza hut's""], ""11"": [""pizza hut""], ""15"": [""pizza hut""]}"
5	5	1	6	16	2	Agent	1, 3, 6, 7, 16	"{""1"": [""hotel""], ""3"": [""hotel""], ""6"": [""hotel""], ""7"": [""hotel""], ""16"": [""hotel""]}"
2	2	2	12	12	1	Agent	1, 12	"{""1"": [""two places""], ""12"": [""two places""]}"
3	3	1	10	3	1	Agent	9, 10	"{""9"": [""locations""], ""10"": [""location""]}"
3	1	1	1	13	1	Human	0, 1, 12	"{""0"": [""place""], ""1"": [""places""], ""12"": [""places""]}"
2	2	1	11	12	1	Human	0, 11	"{""0"": [""cambridge""], ""11"": [""cambridge""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""food""], ""11"": [""food""]}"
2	2	1	11	10	1	Human	2, 11	"{""2"": [""parking""], ""11"": [""park""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""price""], ""11"": [""price""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""rating""], ""7"": [""rated""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""star""], ""7"": [""stars""]}"
