Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	3	4	1	Human	0, 3	"{""0"": [""three star hotel with internet""], ""3"": [""3 star hotel with internet""]}"
3	3	3	14	4	2	Agent	11, 13, 14	"{""11"": [""b guest house""], ""13"": [""b guest house""], ""14"": [""b guest house""]}"
4	4	4	7	11	1	Human	4, 7, 13, 14	"{""4"": [""whale of a time""], ""7"": [""whale of a time""], ""13"": [""whale of a time""], ""14"": [""whale of a time""]}"
5	1	1	7	13	2	Human	2, 4, 7, 13, 14	"{""2"": [""whale""], ""4"": [""whale""], ""7"": [""whale""], ""13"": [""whale""], ""14"": [""whale""]}"
3	3	2	7	6	2	Human	2, 6, 7	"{""2"": [""entrance fee""], ""6"": [""entrance fee""], ""7"": [""entrance fee""]}"
3	3	1	13	2	1	Human	12, 13	"{""12"": [""taxi""], ""13"": [""taxi""]}"
5	2	1	7	13	2	Human	2, 4, 7, 13, 14	"{""2"": [""time""], ""4"": [""time""], ""7"": [""time""], ""13"": [""time"", ""time""], ""14"": [""time""]}"
3	1	1	8	9	1	Human	0, 3, 8	"{""0"": [""hotel""], ""3"": [""hotel""], ""8"": [""hotel""]}"
3	3	1	7	6	2	Human	2, 6, 7	"{""2"": [""postcode""], ""6"": [""postcode""], ""7"": [""postcode""]}"
3	1	1	8	9	1	Human	0, 3, 8	"{""0"": [""star""], ""3"": [""star""], ""8"": [""star""]}"
2	2	1	10	6	1	Agent	5, 10	"{""5"": [""information""], ""10"": [""information""]}"
