Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	2	5	6	2	Human	0, 4, 5	"{""0"": [""free wifi""], ""4"": [""free wifi""], ""5"": [""free wifi""]}"
2	2	2	6	2	1	Agent	5, 6	"{""5"": [""acorn guesthouse""], ""6"": [""acorn guesthouse""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""four stars""], ""3"": [""4 stars""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""reference number""], ""9"": [""reference number""]}"
4	2	1	1	4	1	Human	0, 1, 2, 3	"{""0"": [""star""], ""1"": [""stars""], ""2"": [""stars""], ""3"": [""stars""]}"
3	1	1	13	6	1	Human	8, 9, 13	"{""8"": [""number""], ""9"": [""number""], ""13"": [""number""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""day""], ""15"": [""day""]}"
2	1	1	6	2	1	Agent	5, 6	"{""5"": [""guesthouse""], ""6"": [""guesthouse""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""nights""], ""8"": [""nights""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""parking""], ""5"": [""parking""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""people""], ""8"": [""people""]}"
2	2	1	3	4	1	Human	0, 3	"{""0"": [""place""], ""3"": [""place""]}"
