Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	3	1	8	1	Human	0, 1, 7	"{""0"": [""centre of town""], ""1"": [""centre of town""], ""7"": [""centre of town""]}"
5	2	1	2	10	1	Human	0, 1, 2, 7, 9	"{""0"": [""centre""], ""1"": [""centre""], ""2"": [""centre""], ""7"": [""centre""], ""9"": [""centre""]}"
4	4	1	4	5	2	Agent	1, 3, 4, 5	"{""1"": [""address""], ""3"": [""address""], ""4"": [""address""], ""5"": [""address""]}"
3	3	1	7	4	1	Human	6, 7, 9	"{""6"": [""restaurant""], ""7"": [""restaurants""], ""9"": [""restaurants""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""sunday""], ""15"": [""sunday""]}"
2	2	2	17	2	1	Human	16, 17	"{""16"": [""reference number""], ""17"": [""reference number""]}"
3	3	2	12	5	1	Agent	11, 12, 15	"{""11"": [""zizzi cambridge""], ""12"": [""zizzi cambridge""], ""15"": [""zizzi cambridge""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""type""], ""9"": [""type""]}"
4	1	1	13	5	1	Agent	11, 12, 13, 15	"{""11"": [""zizzi""], ""12"": [""zizzi""], ""13"": [""zizzi""], ""15"": [""zizzi""]}"
3	3	1	3	5	1	Human	2, 3, 6	"{""2"": [""area""], ""3"": [""area""], ""6"": [""area""]}"
3	3	1	9	6	1	Human	6, 9, 11	"{""6"": [""food""], ""9"": [""food""], ""11"": [""food""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""entertainment""], ""1"": [""entertainment""]}"
