Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	8	8	1	Agent	1, 8	"{""1"": [""area of town""], ""8"": [""area of town""]}"
2	2	3	16	4	1	Agent	13, 16	"{""13"": [""milton county park""], ""16"": [""milton county park""]}"
2	2	3	13	12	1	Human	2, 13	"{""2"": [""part of town""], ""13"": [""part of town""]}"
2	2	3	4	2	1	Agent	3, 4, 7	"{""3"": [""room""], ""4"": [""room""], ""7"": [""room""]}"
4	4	2	8	9	2	Agent	1, 3, 8, 9	"{""1"": [""price range""], ""3"": [""price range""], ""8"": [""price range""], ""9"": [""price range""]}"
3	3	2	16	10	2	Agent	7, 9, 16	"{""7"": [""hamilton lodge""], ""9"": [""hamilton lodge""], ""16"": [""hamilton lodge""]}"
2	2	1	12	2	1	Agent	11, 12	"{""11"": [""park""], ""12"": [""park""]}"
2	2	2	3	4	1	Human	0, 3	"{""0"": [""free parking""], ""3"": [""free parking""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""postcode""], ""9"": [""postcode""]}"
4	2	1	10	11	1	Agent	1, 8, 10, 11	"{""1"": [""area""], ""8"": [""area""], ""10"": [""area""], ""11"": [""area""]}"
3	3	1	3	11	1	Human	0, 3, 10	"{""0"": [""hotel""], ""3"": [""hotel""], ""10"": [""hotel""]}"
2	2	1	17	10	1	Human	8, 17	"{""8"": [""number""], ""17"": [""number""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""phone""], ""9"": [""phone""]}"
