Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	5	2	1	Human	4, 5, 19	"{""4"": [""room""], ""5"": [""room""], ""19"": [""room""]}"
8	8	1	5	24	1	Human	0, 5, 6, 11, 13, 21, 23	"{""0"": [""north""], ""5"": [""north""], ""6"": [""north""], ""11"": [""North""], ""13"": [""north""], ""21"": [""north""], ""23"": [""north""]}"
8	8	1	6	16	1	Agent	5, 6, 7, 10, 11, 12, 13, 20	"{""5"": [""guesthouses"", ""guesthouse""], ""6"": [""guesthouse""], ""7"": [""guesthouse""], ""10"": [""guesthouse""], ""11"": [""guesthouses""], ""12"": [""guesthouse""], ""13"": [""guesthouses""], ""20"": [""guesthouse""]}"
4	4	2	15	16	3	Human	0, 8, 14, 15	"{""0"": [""free wifi""], ""8"": [""free wifi""], ""14"": [""free wifi""], ""15"": [""free wifi""]}"
2	2	3	21	2	1	Human	20, 21	"{""20"": [""north indian restaurant""], ""21"": [""north indian restaurants""]}"
2	2	2	19	2	1	Human	18, 19	"{""18"": [""5 nights""], ""19"": [""five nights""]}"
2	2	1	18	2	1	Agent	17, 18	"{""17"": [""people""], ""18"": [""people""]}"
6	6	1	7	11	3	Human	0, 4, 6, 7, 8, 10	"{""0"": [""hotel""], ""4"": [""hotels""], ""6"": [""hotel""], ""7"": [""hotels""], ""8"": [""hotel""], ""10"": [""hotel""]}"
5	5	1	4	10	1	Agent	3, 4, 6, 8, 12	"{""3"": [""star""], ""4"": [""star""], ""6"": [""star""], ""8"": [""star""], ""12"": [""stars""]}"
5	1	1	15	16	4	Human	0, 6, 8, 14, 15	"{""0"": [""wifi""], ""6"": [""wifi""], ""8"": [""wifi""], ""14"": [""wifi""], ""15"": [""wifi""]}"
4	4	1	12	23	2	Agent	1, 11, 12, 23	"{""1"": [""price""], ""11"": [""price""], ""12"": [""price""], ""23"": [""pricing""]}"
4	4	1	19	10	1	Human	18, 19, 26, 27	"{""18"": [""tuesday""], ""19"": [""tuesday""], ""26"": [""tuesday""], ""27"": [""tuesday""]}"
3	3	1	28	5	1	Agent	25, 28, 29	"{""25"": [""day""], ""28"": [""day""], ""29"": [""day""]}"
