Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	3	2	1	Human	2, 3	"{""2"": [""phone number""], ""3"": [""phone number""]}"
3	3	1	3	10	1	Human	0, 3, 9	"{""0"": [""centre""], ""3"": [""centre""], ""9"": [""centre""]}"
3	3	2	16	16	2	Agent	1, 3, 16	"{""1"": [""vue cinema""], ""3"": [""vue cinema""], ""16"": [""vue cinema""]}"
3	3	1	15	6	1	Human	14, 15, 19	"{""14"": [""taxi""], ""15"": [""taxi""], ""19"": [""taxi""]}"
2	2	2	18	8	1	Agent	11, 18	"{""11"": [""pizza express""], ""18"": [""pizza express""]}"
2	2	2	10	2	1	Agent	9, 10	"{""9"": [""price range""], ""10"": [""price range""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""reference number""], ""13"": [""reference number""]}"
5	2	1	1	17	1	Human	0, 1, 2, 3, 16	"{""0"": [""cinema""], ""1"": [""cinema""], ""2"": [""cinema""], ""3"": [""cinema""], ""16"": [""cinema""]}"
5	1	1	19	18	1	Human	2, 3, 12, 13, 19	"{""2"": [""number""], ""3"": [""number""], ""12"": [""number""], ""13"": [""number""], ""19"": [""number""]}"
2	2	1	6	2	1	Agent	5, 6	"{""5"": [""food""], ""6"": [""food""]}"
2	2	1	20	2	1	Agent	19, 20	"{""19"": [""set""], ""20"": [""setting""]}"
