Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	1	9	4	1	Human	8, 9, 11	"{""8"": [""centre""], ""9"": [""centre""], ""11"": [""centre""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""entrance fee""], ""15"": [""entrance fee""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""phone number""], ""15"": [""phone number""]}"
2	2	1	7	4	1	Human	4, 7	"{""4"": [""table""], ""7"": [""table""]}"
4	2	1	5	12	1	Human	4, 5, 14, 15	"{""4"": [""number""], ""5"": [""number""], ""14"": [""number""], ""15"": [""number""]}"
3	3	1	1	4	1	Human	0, 1, 3	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""3"": [""restaurant""]}"
2	2	1	16	10	1	Agent	7, 16	"{""7"": [""assistance""], ""16"": [""assistance""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""attractions""], ""9"": [""attraction""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""efes""], ""4"": [""efes""]}"
2	2	1	6	2	1	Agent	5, 6	"{""5"": [""people""], ""6"": [""people""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""price""], ""2"": [""price""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""sports""], ""11"": [""sports""]}"
