Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	9	2	1	Human	8, 9	"{""8"": [""korean restaurants""], ""9"": [""korean restaurant""]}"
2	2	2	3	4	1	Human	0, 3	"{""0"": [""free wifi""], ""3"": [""free wifi""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""ashley hotel""], ""5"": [""ashley hotel""]}"
3	3	2	7	6	1	Human	6, 7, 11	"{""6"": [""phone number""], ""7"": [""phone number""], ""11"": [""phone number""]}"
2	2	2	11	4	1	Human	8, 11	"{""8"": [""city centre""], ""11"": [""city centre""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""reference number""], ""13"": [""reference number""]}"
3	3	1	7	6	1	Human	6, 7, 11	"{""6"": [""postcode""], ""7"": [""postcode""], ""11"": [""postcode""]}"
2	2	2	5	4	1	Human	2, 5	"{""2"": [""2 star""], ""5"": [""2 stars""]}"
6	1	1	19	14	1	Human	6, 7, 11, 12, 13, 19	"{""6"": [""number""], ""7"": [""number""], ""11"": [""number""], ""12"": [""number""], ""13"": [""number""], ""19"": [""number""]}"
4	2	1	3	6	1	Human	0, 3, 4, 5	"{""0"": [""hotel""], ""3"": [""hotel""], ""4"": [""hotel""], ""5"": [""hotel""]}"
3	1	1	9	4	1	Human	8, 9, 11	"{""8"": [""centre""], ""9"": [""centre""], ""11"": [""centre""]}"
3	3	1	3	6	1	Human	0, 3, 5	"{""0"": [""parking""], ""3"": [""parking""], ""5"": [""parking""]}"
3	1	1	12	5	1	Human	8, 9, 12	"{""8"": [""restaurants""], ""9"": [""restaurant""], ""12"": [""restaurant""]}"
2	2	1	17	4	1	Human	14, 17	"{""14"": [""taxi""], ""17"": [""taxi""]}"
