Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	11	2	1	Human	10, 11	"{""10"": [""3 star""], ""11"": [""3 star""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""travel time""], ""7"": [""travel time""]}"
5	5	1	3	6	2	Human	0, 2, 3, 5	"{""0"": [""train""], ""2"": [""train""], ""3"": [""trains""], ""5"": [""train""]}"
3	3	2	15	4	2	Human	12, 14, 15	"{""12"": [""free parking""], ""14"": [""free parking""], ""15"": [""free parking""]}"
2	2	2	10	2	1	Agent	9, 10	"{""9"": [""price range""], ""10"": [""price range""]}"
2	2	2	11	4	1	Human	8, 11	"{""8"": [""star rating""], ""11"": [""star rating""]}"
3	3	1	6	3	1	Agent	5, 6, 7	"{""5"": [""ticket""], ""6"": [""ticket""], ""7"": [""ticket""]}"
4	2	1	10	5	2	Agent	7, 9, 10	"{""7"": [""price""], ""9"": [""price""], ""10"": [""price""]}"
3	3	1	10	3	1	Agent	9, 10, 11	"{""9"": [""guesthouse""], ""10"": [""guesthouse""], ""11"": [""guesthouse""]}"
3	1	1	16	11	1	Human	6, 7, 16	"{""6"": [""time""], ""7"": [""time""], ""16"": [""time""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""hotel""], ""10"": [""hotel""]}"
2	2	1	15	8	1	Human	8, 15	"{""8"": [""wifi""], ""15"": [""wifi""]}"
