Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	8	2	1	Agent	7, 8	"{""7"": [""entrance fee""], ""8"": [""entrance fee""]}"
2	2	4	8	2	1	Agent	7, 8	"{""7"": [""fee of 4 pounds""], ""8"": [""fee of 4 pounds""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""eight people""], ""5"": [""8 people""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""five nights""], ""5"": [""5 nights""]}"
3	3	1	6	5	1	Agent	3, 6, 7	"{""3"": [""centre""], ""6"": [""centre""], ""7"": [""centre""]}"
4	4	1	1	6	1	Human	0, 1, 3, 5	"{""0"": [""hotel""], ""1"": [""hotels""], ""3"": [""hotel""], ""5"": [""hotel""]}"
3	3	1	2	6	1	Agent	1, 2	"{""1"": [""location""], ""2"": [""location""]}"
3	3	1	7	3	1	Human	6, 7, 8	"{""6"": [""nightclub""], ""7"": [""nightclubs""], ""8"": [""nightclub""]}"
2	2	1	8	4	1	Agent	5, 8	"{""5"": [""number""], ""8"": [""number""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""phone""], ""9"": [""phone""]}"
2	1	1	8	2	1	Agent	7, 8	"{""7"": [""pounds""], ""8"": [""pounds""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""wednesday""], ""5"": [""wednesday""]}"
