Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	6	1	2	1	Human	0, 1	"{""0"": [""entertainment in the center of town""], ""1"": [""entertainment in the centre of town""]}"
2	2	6	3	2	1	Human	2, 3	"{""2"": [""theatres in the center of town""], ""3"": [""theatres in the centre of town""]}"
3	3	2	4	12	1	Agent	3, 4, 14	"{""3"": [""mumford theatre""], ""4"": [""mumford theatre""], ""14"": [""mumford theatre""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""entrance fee""], ""5"": [""entrance fee""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""4 nights""], ""11"": [""4 nights""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""4 star""], ""7"": [""4 stars""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""free parking""], ""11"": [""free parking""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""postcode""], ""5"": [""postcode""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""3 nights""], ""13"": [""3 nights""]}"
5	1	1	7	8	1	Human	0, 1, 2, 3, 7	"{""0"": [""center""], ""1"": [""centre""], ""2"": [""center""], ""3"": [""centre""], ""7"": [""centre""]}"
5	1	1	11	6	2	Human	8, 10, 11, 12, 13	"{""8"": [""night""], ""10"": [""nights""], ""11"": [""nights""], ""12"": [""nights""], ""13"": [""nights""]}"
5	1	1	7	8	1	Human	0, 1, 2, 3, 7	"{""0"": [""town""], ""1"": [""town""], ""2"": [""town""], ""3"": [""town""], ""7"": [""town""]}"
4	1	1	14	13	1	Human	2, 3, 4, 14	"{""2"": [""theatres""], ""3"": [""theatres"", ""theatre""], ""4"": [""theatre""], ""14"": [""theatre"", ""theatre""]}"
3	3	1	7	9	1	Human	6, 7, 14	"{""6"": [""hotel""], ""7"": [""hotel""], ""14"": [""hotel""]}"
