Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	3	19	10	2	Human	10, 14, 19	"{""10"": [""birmingham new street""], ""14"": [""birmingham new street""], ""19"": [""birmingham new street""]}"
2	2	3	10	2	1	Agent	9, 10	"{""9"": [""holiday inn cambridge""], ""10"": [""holiday inn cambridge""]}"
2	2	2	13	4	1	Human	10, 13	"{""10"": [""reference number""], ""13"": [""reference number""]}"
7	7	1	13	9	1	Human	10, 13, 14, 15, 18	"{""10"": [""train""], ""13"": [""train""], ""14"": [""train""], ""15"": [""train"", ""trains""], ""18"": [""train""]}"
3	3	2	13	6	2	Human	8, 12, 13	"{""8"": [""one night""], ""12"": [""1 night""], ""13"": [""1 night""]}"
5	5	1	7	7	1	Human	6, 7, 9, 11, 12	"{""6"": [""hotel""], ""7"": [""hotels""], ""9"": [""hotel""], ""11"": [""hotel""], ""12"": [""hotel""]}"
5	5	1	5	8	1	Human	4, 11	"{""4"": [""booking""], ""11"": [""booking""]}"
6	6	1	6	18	1	Agent	5, 6, 10, 11, 12, 22	"{""5"": [""day""], ""6"": [""days""], ""10"": [""day""], ""11"": [""day""], ""12"": [""day""], ""22"": [""day""]}"
4	3	1	10	11	1	Agent	9, 10, 14, 19	"{""9"": [""cambridge""], ""10"": [""cambridge""], ""14"": [""cambridge""], ""19"": [""cambridge""]}"
4	1	1	13	10	3	Human	4, 8, 12, 13	"{""4"": [""nights""], ""8"": [""night""], ""12"": [""night""], ""13"": [""night""]}"
4	4	1	18	14	3	Agent	5, 15, 17, 18	"{""5"": [""time""], ""15"": [""time""], ""17"": [""time""], ""18"": [""time""]}"
3	3	1	18	18	2	Agent	1, 3, 18	"{""1"": [""fit""], ""3"": [""fit""], ""18"": [""fitting""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""place""], ""1"": [""places""]}"
2	2	1	8	4	1	Agent	5, 8	"{""5"": [""shorten""], ""8"": [""shorten""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""star""], ""9"": [""stars""]}"
