Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	5	2	1	Human	4, 5	"{""4"": [""place""], ""5"": [""places""]}"
4	4	2	1	4	1	Human	0, 1, 2, 3	"{""0"": [""churchill college""], ""1"": [""churchill college""], ""2"": [""churchill college""], ""3"": [""churchill college""]}"
2	2	1	4	4	1	Agent	1, 4	"{""1"": [""town""], ""4"": [""town""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""phone number""], ""3"": [""phone number""]}"
2	2	1	5	4	1	Human	2, 5	"{""2"": [""type""], ""5"": [""types""]}"
4	1	1	3	4	1	Human	0, 1, 2, 3	"{""0"": [""college""], ""1"": [""college""], ""2"": [""college""], ""3"": [""college""]}"
3	1	1	11	10	1	Human	2, 3, 11	"{""2"": [""number""], ""3"": [""number""], ""11"": [""number""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""address""], ""3"": [""address""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""hotel""], ""7"": [""hotel""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""information""], ""1"": [""information""]}"
