Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	1	2	1	Human	0, 1	"{""0"": [""expensive 4 star hotel""], ""1"": [""expensive 4 star hotels""]}"
2	2	4	10	4	1	Agent	7, 10	"{""7"": [""hotel with 4 stars""], ""10"": [""hotel with four stars""]}"
8	8	1	3	10	1	Human	2, 3, 4, 8, 9, 10, 11	"{""2"": [""south""], ""3"": [""south""], ""4"": [""south""], ""8"": [""south""], ""9"": [""south""], ""10"": [""south""], ""11"": [""south""]}"
3	3	2	7	3	1	Human	6, 7, 8	"{""6"": [""cheap hotels""], ""7"": [""cheap hotel""], ""8"": [""cheap hotel""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""1 night""], ""15"": [""1 night""]}"
7	3	2	8	12	1	Human	0, 1, 7, 8, 9, 10, 11	"{""0"": [""4 star""], ""1"": [""4 star""], ""7"": [""4 stars""], ""8"": [""4 stars""], ""9"": [""4 star""], ""10"": [""four stars""], ""11"": [""4 star""]}"
5	5	1	4	7	1	Agent	1, 4, 5, 6, 7	"{""1"": [""town""], ""4"": [""town""], ""5"": [""town""], ""6"": [""town""], ""7"": [""town""]}"
8	2	1	5	11	1	Human	0, 1, 5, 6, 7, 8, 9, 10	"{""0"": [""hotel""], ""1"": [""hotels""], ""5"": [""hotels""], ""6"": [""hotels""], ""7"": [""hotel""], ""8"": [""hotel""], ""9"": [""hotels""], ""10"": [""hotel""]}"
5	5	1	9	10	2	Human	2, 8, 9, 10, 11	"{""2"": [""parking""], ""8"": [""parking""], ""9"": [""parking""], ""10"": [""parking""], ""11"": [""parking""]}"
3	1	1	15	4	2	Human	12, 14, 15	"{""12"": [""nights""], ""14"": [""night""], ""15"": [""night""]}"
2	2	1	11	8	1	Human	4, 11	"{""4"": [""range""], ""11"": [""range""]}"
