Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
4	4	2	2	4	1	Agent	1, 2, 3, 4	"{""1"": [""star rating""], ""2"": [""star rating""], ""3"": [""star rating""], ""4"": [""star rating""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""4 star""], ""5"": [""4 stars""]}"
5	5	1	3	14	1	Human	2, 3, 9, 14, 15	"{""2"": [""hotel""], ""3"": [""hotels""], ""9"": [""hotel""], ""14"": [""hotel""], ""15"": [""hotel""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""price range""], ""11"": [""price range"", ""price ranges""]}"
2	2	2	12	10	1	Agent	3, 12	"{""3"": [""three star""], ""12"": [""three stars""]}"
7	1	1	11	12	1	Agent	1, 2, 3, 4, 5, 11, 12	"{""1"": [""star""], ""2"": [""star""], ""3"": [""star""], ""4"": [""star""], ""5"": [""stars""], ""11"": [""star"", ""stars""], ""12"": [""stars""]}"
3	1	1	14	5	1	Human	10, 11, 14	"{""10"": [""range""], ""11"": [""ranges"", ""range""], ""14"": [""range""]}"
3	3	1	3	17	1	Human	0, 3, 16	"{""0"": [""wifi""], ""3"": [""wifi""], ""16"": [""wifi""]}"
2	2	1	14	14	1	Agent	1, 14	"{""1"": [""criteria""], ""14"": [""criteria""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""people""], ""8"": [""people""]}"
