Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	4	10	11	1	Agent	1, 10, 11	"{""1"": [""rosa's bed and breakfast""], ""10"": [""rosa's bed and breakfast""], ""11"": [""rosa's bed and breakfast""]}"
2	2	4	16	2	1	Agent	15, 16	"{""15"": [""pizza hut cherry hinton""], ""16"": [""pizza hut cherry hinton""]}"
2	2	1	19	4	1	Human	16, 19	"{""16"": [""table""], ""19"": [""table""]}"
4	4	2	5	7	1	Human	4, 5, 6, 10	"{""4"": [""price range""], ""5"": [""price ranges""], ""6"": [""price range""], ""10"": [""price range""]}"
3	3	1	13	9	1	Human	8, 13, 16	"{""8"": [""monday""], ""13"": [""monday""], ""16"": [""monday""]}"
2	2	1	21	2	1	Human	20, 21	"{""20"": [""taxi""], ""21"": [""taxi""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""free wifi""], ""1"": [""free wifi""]}"
5	5	1	12	17	2	Agent	7, 9, 12, 17, 23	"{""7"": [""day""], ""9"": [""days""], ""12"": [""days""], ""17"": [""day""], ""23"": [""day""]}"
5	1	1	4	10	1	Agent	1, 4, 5, 6, 10	"{""1"": [""price""], ""4"": [""price""], ""5"": [""price""], ""6"": [""price""], ""10"": [""price""]}"
4	4	1	2	20	1	Agent	1, 2, 11, 20	"{""1"": [""hotel""], ""2"": [""hotel""], ""11"": [""hotel""], ""20"": [""hotel""]}"
3	3	1	15	7	1	Human	14, 15, 20	"{""14"": [""restaurant""], ""15"": [""restaurants""], ""20"": [""restaurant""]}"
2	2	1	14	14	1	Agent	1, 14	"{""1"": [""area""], ""14"": [""area""]}"
2	2	1	22	14	1	Agent	9, 22	"{""9"": [""information""], ""22"": [""info""]}"
