Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	9	2	1	Human	8, 9	"{""8"": [""monday""], ""9"": [""monday""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""fare""], ""13"": [""fare""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""postcode""], ""5"": [""postcode""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""3 star""], ""3"": [""3 star""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""wifi""], ""3"": [""wifi""]}"
5	5	1	9	7	2	Human	6, 8, 9, 10, 12	"{""6"": [""train""], ""8"": [""train""], ""9"": [""trains""], ""10"": [""train""], ""12"": [""train""]}"
3	3	1	1	5	1	Human	0, 1, 4	"{""0"": [""guesthouse""], ""1"": [""guesthouses""], ""4"": [""guesthouse""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""address""], ""5"": [""address""]}"
2	2	1	6	6	1	Agent	1, 6	"{""1"": [""cambridge""], ""6"": [""cambridge""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""time""], ""10"": [""time""]}"
