Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	10	8	1	Agent	3, 10	"{""3"": [""restaurants in the centre""], ""10"": [""restaurant in the centre""]}"
3	3	3	14	10	2	Agent	5, 11, 14	"{""5"": [""meze bar restaurant""], ""11"": [""meze bar restaurant""], ""14"": [""meze bar restaurant""]}"
4	2	1	3	11	1	Human	0, 3, 4, 10	"{""0"": [""centre""], ""3"": [""centre""], ""4"": [""centre""], ""10"": [""centre""]}"
4	4	1	11	7	2	Human	6, 10, 11, 12	"{""6"": [""monday""], ""10"": [""monday""], ""11"": [""monday""], ""12"": [""monday""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""place""], ""9"": [""place""]}"
2	2	2	11	8	1	Human	4, 11	"{""4"": [""turkish food""], ""11"": [""turkish food""]}"
6	1	1	3	13	1	Human	2, 3, 5, 10, 11, 14	"{""2"": [""restaurant""], ""3"": [""restaurants""], ""5"": [""restaurant""], ""10"": [""restaurant""], ""11"": [""restaurant""], ""14"": [""restaurant""]}"
5	5	1	8	8	1	Agent	7, 8, 11, 13, 14	"{""7"": [""time""], ""8"": [""time""], ""11"": [""time""], ""13"": [""time""], ""14"": [""time""]}"
4	4	1	15	8	3	Human	8, 12, 14, 15	"{""8"": [""saturday""], ""12"": [""saturday""], ""14"": [""saturday""], ""15"": [""saturday""]}"
3	1	1	4	11	1	Agent	1, 4, 11	"{""1"": [""food""], ""4"": [""food""], ""11"": [""food""]}"
