Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	9	2	1	Human	8, 9	"{""8"": [""hotel in the west""], ""9"": [""hotel in the west""]}"
2	2	1	11	5	1	Human	8, 9, 11, 12	"{""8"": [""west""], ""9"": [""west""], ""11"": [""west""], ""12"": [""west""]}"
3	3	1	7	6	1	Human	6, 7, 11	"{""6"": [""south""], ""7"": [""south""], ""11"": [""south""]}"
3	3	2	5	6	1	Human	4, 5, 9	"{""4"": [""free parking""], ""5"": [""free parking""], ""9"": [""free parking""]}"
2	2	2	3	4	1	Human	0, 3	"{""0"": [""botanic gardens""], ""3"": [""botanic gardens""]}"
3	3	1	5	7	1	Human	4, 5, 10	"{""4"": [""guesthouse""], ""5"": [""guesthouses""], ""10"": [""guesthouse""]}"
3	1	1	9	6	2	Human	4, 8, 9	"{""4"": [""hotel""], ""8"": [""hotel""], ""9"": [""hotel""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""cambridge""], ""9"": [""cambridge""]}"
2	2	1	7	8	1	Human	0, 7	"{""0"": [""information""], ""7"": [""information""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""mind""], ""4"": [""mind""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""restaurant""], ""3"": [""restaurant""]}"
