Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	25	4	1	Human	22, 25	"{""22"": [""nice day""], ""25"": [""nice day""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""centre""], ""7"": [""centre""]}"
2	2	2	21	2	1	Human	20, 21	"{""20"": [""arrival time""], ""21"": [""arrival time""]}"
2	2	2	11	8	1	Human	4, 11	"{""4"": [""entrance fee""], ""11"": [""entrance fee""]}"
4	2	1	20	7	2	Agent	20, 21	"{""20"": [""arrival""], ""21"": [""arrival""]}"
3	3	1	2	4	1	Agent	1, 2, 4	"{""1"": [""area""], ""2"": [""area""], ""4"": [""area""]}"
3	3	1	1	4	1	Human	0, 1, 3	"{""0"": [""museum""], ""1"": [""museum"", ""museums""], ""3"": [""museum""]}"
3	3	1	15	5	1	Human	12, 15, 16	"{""12"": [""train""], ""15"": [""train""], ""16"": [""train""]}"
2	2	1	14	14	1	Agent	1, 14	"{""1"": [""cambridge""], ""14"": [""cambridge""]}"
2	2	1	20	2	1	Agent	19, 20	"{""19"": [""tickets""], ""20"": [""tickets""]}"
