Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	5	2	1	Human	4, 5	"{""4"": [""same area""], ""5"": [""same area""]}"
3	3	3	8	3	1	Agent	7, 8, 9	"{""7"": [""broughton house gallery""], ""8"": [""broughton house gallery""], ""9"": [""broughton house gallery""]}"
5	5	2	3	8	1	Human	2, 3, 6, 8, 9	"{""2"": [""phone number""], ""3"": [""phone number""], ""6"": [""phone number""], ""8"": [""phone number""], ""9"": [""phone number""]}"
3	3	2	4	3	1	Agent	3, 4, 5	"{""3"": [""noodle bar""], ""4"": [""noodle bar""], ""5"": [""noodle bar""]}"
2	2	1	7	8	1	Human	0, 7	"{""0"": [""town""], ""7"": [""town""]}"
3	3	1	2	6	1	Agent	1, 2	"{""1"": [""preference""], ""2"": [""preference""]}"
4	4	1	5	7	2	Human	0, 2, 5, 6	"{""0"": [""restaurant""], ""2"": [""restaurants""], ""5"": [""restaurant""], ""6"": [""restaurant""]}"
3	1	1	6	3	1	Human	4, 5, 6	"{""4"": [""area""], ""5"": [""area""], ""6"": [""area""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""food""], ""2"": [""food""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""type"", ""types""], ""2"": [""type""]}"
